year,count_point_id,direction_of_travel,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,measurement_count,avg_vehicles_per_hour
2024,56862,N,8,Yorkshire and The Humber,159,Sheffield,A629,Major,Woodburn Drive,A6135,436000,395730,53.457117,-1.45930823,0.8,0.5,7,12,3449,17,784,24,12,5,2,12,17,72,4334,12,361.2
2024,56862,S,8,Yorkshire and The Humber,159,Sheffield,A629,Major,Woodburn Drive,A6135,436000,395730,53.457117,-1.45930823,0.8,0.5,5,20,3511,21,771,42,14,8,6,18,20,108,4431,12,369.2
2024,57875,N,8,Yorkshire and The Humber,159,Sheffield,A6135,Major,A6102,A629,436289,391965,53.42325672,-1.45538792,6.6,4.1,20,38,5370,126,677,34,5,2,0,2,3,46,6257,12,521.4
2024,57875,S,8,Yorkshire and The Humber,159,Sheffield,A6135,Major,A6102,A629,436289,391965,53.42325672,-1.45538792,6.6,4.1,21,25,5690,119,734,47,8,1,1,9,0,66,6634,12,552.8
2024,75195,S,8,Yorkshire and The Humber,159,Sheffield,A61,Major,Fornham St,Granville Square,435800,386620,53.37524855,-1.46335024,0.2,0.12,102,119,20475,298,2373,167,50,49,9,23,47,345,23610,12,1967.5
2024,75196,E,8,Yorkshire and The Humber,159,Sheffield,A61,Major,Matilda St,Granville Square,435750,386530,53.37444299,-1.4641119,0.2,0.12,50,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0
2024,75196,W,8,Yorkshire and The Humber,159,Sheffield,A61,Major,Matilda St,Granville Square,435750,386530,53.37444299,-1.4641119,0.2,0.12,101,101,19135,265,2519,151,59,32,6,24,56,328,22348,12,1862.3
2024,75197,E,8,Yorkshire and The Humber,159,Sheffield,A61,Major,Shoreham St,Matilda St,435584,386478,53.37398676,-1.46661274,0.2,0.12,32,15,5106,2,442,22,3,1,0,2,3,31,5596,12,466.3
2024,75197,W,8,Yorkshire and The Humber,159,Sheffield,A61,Major,Shoreham St,Matilda St,435584,386478,53.37398676,-1.46661274,0.2,0.12,31,27,12079,154,1322,63,15,8,4,20,13,123,13705,12,1142.1
2024,75198,N,8,Yorkshire and The Humber,159,Sheffield,A61,Major,St Mary's Rd,Suffolk Rd,435750,386640,53.37543169,-1.46409952,0.2,0.12,26,18,7047,2,660,51,32,22,1,1,2,109,7836,12,653.0
