objectid,defrasiteid,x,y,lat,long,defrasitename,pcmlinkroadid,postcode,what3words,tube_group,status,no2_2003,no2_2004,no2_2005,no2_2006,no2_2007,no2_2008,no2_2009,no2_2010,no2_2011,no2_2012,no2_2013,no2_2014,no2_2015,no2_2016,no2_2017,no2_2018,no2_2019,no2_2020,no2_2021,no2_2022,no2_2023,no2_2024,no2_2025,no2_2026,no2_2027,no2_2028,no2_2029,no2_2030,no2_2031,no2_2032,no2_2033,no2_2034,no2_2035
1538,0,435875,388807,0,0,Burngreave Street junction, ,S3 9DE, ,Community,Archive,0,0,0,33,33,24,20,25,28,27,33,30,30,28,0,0,0,0,0,0,0,0,,,,,,,,,,,
1539,0,433081,390608,0,0,Catchbar Lane Traffic Light,81230,S6 1TA, ,Community,Archive,0,0,0,0,0,0,47,46,49,45,48,44,47,42,0,0,0,0,0,0,0,0,,,,,,,,,,,
1540,0,442730,388748,0,0,"Catcliffe Junior School Old, School Lane", ,S60 5SW, ,Community,Archive,0,37,26,24,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1541,0,434211,392213,0,0,Chaucer School, ,S5 8GB, ,Community,Archive,0,19,19,23,23,21,16,22,21,21,23,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1542,0,434987,384722,0,0,Chesterfield Road,16581,S8 0YH, ,Community,Archive,0,50,43,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1543,0,435182,380648,0,0,Chesterfield Road South, ,S8 8LW, ,Funded scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,46,45,37,0,0,0,0,0,0,0,0,,,,,,,,,,,
1544,0,435436,388023,0,0,"Corporation Street,Bridgehouses (Lampost 41) Tube 2", ,S3 8ND, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1545,0,435437,388026,0,0,"Corporation Street,Bridgehouses Lampost 41 (Tube 3)", ,S3 8ND, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1546,0,436238,395730,0,0,Cowley Drive, ,S35 1SW, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,17,17,16,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1547,0,429793,385594,0,0,Crimicar Road  / Hallamshire Road, ,S10 4EJ, ,LTP funded,Archive,0,20,19,19,21,18,18,18,17,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1548,0,430407,385397,0,0,Crimicar Road / Brookhouse Hill, ,S10 3RN, ,LTP funded,Archive,0,23,24,25,25,26,27,27,27,28,28,26,26,24,0,0,0,0,0,0,0,0,,,,,,,,,,,
1549,0,433277,387030,0,0,Crookes Road / Hoole Road, ,S10 5BA, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1550,0,432847,387475,0,0,Crookes Wesleyan Chapel, ,S10 1UD, ,Community,Archive,0,0,0,0,0,0,21,15,19,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1551,0,432572,387402,0,0,Cross Lane, ,S10 1WG, ,Community,Archive,0,0,0,0,0,0,16,15,16,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1552,0,436632,384763,0,0,Daresbury Road, ,S2 3LN, ,Community,Archive,0,0,0,0,28,25,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1553,0,439324,388092,0,0,Darnall Medical Centre, ,S9 5DH, ,Community,Archive,0,34,34,27,33,31,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1554,0,428189,398209,0,0,Deepcar Post Office, ,S36 2RF, ,Community,Archive,0,0,0,0,0,0,28,31,32,33,34,33,32,30,0,0,0,0,0,0,0,0,,,,,,,,,,,
1555,0,440233,390587,0,0,DEFRA (Tinsley) 1, ,S9 1WZ, ,AQ monitoring station,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1556,0,440238,390590,0,0,DEFRA (Tinsley) Co-located, ,S9 1WZ, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1557,0,435784,388074,0,0,Derek Dooley Lampost 93 (Tube 1), ,S3 8HQ, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1558,0,435794,388066,0,0,Derek Dooley Lampost 93 (Tube 3), ,S3 8HQ, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1559,0,435639,388155,0,0,Derek Dooley sign post opp. 24 triplicate (Tube 2), ,S3 8HQ, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1560,0,435643,388153,0,0,Derek Dooley sign post opp. 24 triplicate (Tube 3), ,S3 8HQ, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1561,0,441948,389405,0,0,Derwent Crescent, ,S60 5EN, ,Community,Archive,0,0,47,52,0,53,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1562,0,436801,390268,0,0,"Earl Marshall Youth Centre, Rushby Street",7817,S4 8GB, ,Community,Archive,0,26,27,32,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1563,0,436463,385133,0,0,East Bank Road, ,S2 3WG, ,Community,Archive,0,0,0,0,30,26,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1564,0,438779,392001,0,0,"Ecclesfield Road, Low Wincobank", ,S9 1NJ, ,City wide,Archive,46,52,58,60,52,47,51,47,47,43,49,44,41,39,0,0,0,0,0,0,0,0,,,,,,,,,,,
1565,0,434885,386963,0,0,Eldon Street, ,S1 4NN, ,City wide,Archive,34,28,31,32,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1566,0,435903,387659,0,0,Exchange Street, ,S1 2BQ, ,City wide,Archive,45,41,45,47,48,41,42,36,38,33,42,40,41,37,0,0,0,0,0,0,0,0,,,,,,,,,,,
1567,0,435357,387243,0,0,Fargate, ,S1 2HD, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1568,0,440764,386356,0,0,"Fitzalan Road, Handsworth", ,S13 9BP, ,Community,Archive,0,29,30,25,28,26,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1569,0,435714,387476,0,0,Fitzalan Square, ,S1 2GD, ,City wide,Archive,60,56,62,64,62,54,59,60,51,55,67,60,61,50,0,0,0,0,0,0,0,0,,,,,,,,,,,
1570,0,435251,388265,0,0,"Foundry, Mowbray Street", ,S3 8EN, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1571,0,433797,392477,0,0,Foxhill Medical Centre, ,S6 1AF, ,Community,Archive,0,19,22,23,23,20,21,22,22,20,13,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1572,0,432972,386682,0,0,Fulwood Road / Ashdell Road, ,S10 3BL, ,LTP funded,Archive,0,32,33,32,33,30,31,31,29,31,32,30,30,26,0,0,0,0,0,0,0,0,,,,,,,,,,,
1573,0,431691,386028,0,0,Fulwood Road / Gladstone Road, ,S10 3GG, ,LTP funded,Archive,0,32,30,32,29,28,31,30,31,28,31,29,30,26,0,0,0,0,0,0,0,0,,,,,,,,,,,
1574,0,431373,385749,0,0,Fulwood Road / Tom Lane, ,S10 3QD, ,LTP funded,Archive,0,27,28,24,26,24,24,25,22,24,25,23,23,20,0,0,0,0,0,0,0,0,,,,,,,,,,,
1575,0,433165,386776,0,0,Fulwood Road Post Office,77544,S10 3BD, ,Community,Archive,0,0,0,0,0,0,0,0,0,59,70,65,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1576,0,434769,388631,0,0,Gardener's Rest, ,S3 8AT, ,Community,Archive,0,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1577,0,434778,388631,0,0,"Gardeners Rest, Rutland Road", ,S3 8AT, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1578,0,435994,396050,0,0,Glenwood Crescent, ,S35 1YX, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,22,23,20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1579,0,433312,386784,0,0,Glossop Road / Peel Street, ,S10 2QA, ,LTP funded,Archive,0,37,34,35,35,33,30,31,30,32,33,31,32,26,0,0,0,0,0,0,0,0,,,,,,,,,,,
1580,0,442832,389146,0,0,Grange Farm Close, ,S60 5RX, ,Community,Archive,0,42,39,39,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1581,0,436360,386477,0,0,Granville Road,81155,S2 2RN, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,42,35,35,35,0,0,0,0,0,0,0,0,,,,,,,,,,,
1582,0,436127,393984,0,0,Green Lane / The Common (Harrods), ,S35 9WY, ,Community,Archive,0,0,0,0,0,0,0,0,0,30,32,32,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1583,0,434171,381275,0,0,Greenhill Library, ,S8 7BP, ,Community,Archive,0,20,19,21,23,20,18,20,19,19,20,18,14,15,0,0,0,0,0,0,0,0,,,,,,,,,,,
1584,0,439210,388591,0,0,Greenland Court, ,S9 5GD, ,Community,Archive,0,25,30,21,26,24,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1585,0,438997,388020,0,0,Greenland Junior School, ,S9 4RP, ,Community,Archive,0,29,29,26,31,26,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1586,0,438995,388004,0,0,Greenland Junior School, ,S9 4RP, ,Community,Archive,0,30,30,26,29,27,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1587,0,441518,386329,0,0,Greenwood Crescent / 62 Retford Road, ,S13 9LE, ,Community,Archive,0,31,27,25,0,25,23,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1588,0,443528,383052,0,0,Gypsy Queen / Sainsburys, ,S20 7PP, ,Community,Archive,0,0,0,0,0,0,0,0,0,29,30,29,27,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1589,0,440539,386630,0,0,Handsworth Road (Nursery), ,S13 9BH, ,Community,Archive,0,33,32,28,34,30,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1590,0,434373,386893,0,0,Hanover Methodist Church, ,S10 2FG, ,Community,Archive,0,0,26,28,30,25,24,24,23,23,23,23,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1591,0,434980,389190,0,0,Heath viewpoint, ,S3 9QX, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1592,0,435822,385504,0,0,Heeley Bank Road, ,S2 3GJ, ,Community,Archive,0,39,33,36,42,35,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1593,0,435806,384949,0,0,Heeley Green, ,S2 3DY, ,Community,Archive,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1594,0,435663,393760,0,0,"High Street, Ecclesfield", ,S35 9UA, ,Better Buses Scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1595,0,435753,393641,0,0,"High Street, Ecclesfield", ,S35 9ZQ, ,Better Buses Scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1596,0,442374,388915,0,0,"Highfield View, Catcliffe", ,S60 5SG, ,Community,Archive,0,32,27,28,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1597,0,441765,386876,0,0,Highfields / Highfield Lane, ,S13 9NA, ,Community,Archive,0,35,35,28,35,30,28,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1598,0,433213,389606,0,0,Hillbsborough Corner,77547,S6 4JQ, ,City wide,Archive,46,41,46,47,38,33,39,38,32,34,42,36,34,34,0,0,0,0,0,0,0,0,,,,,,,,,,,
1599,0,433857,389595,0,0,Hillsborough Barracks, ,S6 2GB, ,Funded scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0,0,0,0,0,0,,,,,,,,,,,
1600,0,437132,390985,0,0,Hinde House Lane, ,S4 8HD, ,Community,Archive,0,0,0,0,0,0,22,26,25,25,27,25,23,25,0,0,0,0,0,0,0,0,,,,,,,,,,,
1601,0,434264,392297,0,0,Housing Office, ,S5 8NH, ,Community,Archive,0,0,0,0,0,0,0,25,20,20,19,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1602,0,433216,386802,0,0,HSBC Fulwood Road,77544,S10 3BD, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1603,0,436487,390853,0,0,Hucklow Road, ,S5 6TB, ,Better Buses Scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1604,0,436545,390939,0,0,Hucklow Road, ,S5 6TB, ,Better Buses Scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1605,0,440199,390610,0,0,Ingfield Avenue, ,S9 1WZ, ,Community,Archive,0,44,39,40,37,36,34,32,36,33,35,33,33,27,0,0,0,0,0,0,0,0,,,,,,,,,,,
1606,0,440242,390513,0,0,Junior School Building, ,S9 1TN, ,Community,Archive,0,0,0,0,0,0,40,40,44,41,43,41,37,30,0,0,0,0,0,0,0,0,,,,,,,,,,,
1607,0,440286,390541,0,0,Junior School Field, ,S9 1TN, ,Community,Archive,0,0,0,0,0,0,43,44,49,45,50,44,46,34,0,0,0,0,0,0,0,0,,,,,,,,,,,
1608,0,433535,392518,0,0,Keats Road, ,S6 1AY, ,Community,Archive,0,18,16,18,18,16,16,16,16,16,17,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1609,0,435199,388048,0,0,Kelham Island Tavern, ,S3 8RW, ,Community,Archive,0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1610,0,434201,381348,0,0,Key Homecare / 180 Bocking Lane, ,S8 7BP, ,Community,Archive,0,24,21,22,24,21,20,21,21,20,22,20,19,19,0,0,0,0,0,0,0,0,,,,,,,,,,,
1611,0,431021,380901,0,0,King Ecgbert School (Back of School), ,S17 3SB, ,Community,Archive,0,0,0,13,14,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1612,0,431090,380897,0,0,King Ecgbert School (Car park), ,S17 3SB, ,Community,Archive,0,0,0,15,18,16,16,15,15,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1613,0,430963,380737,0,0,King Ecgbert School (Top of drive), ,S17 3SB, ,Community,Archive,0,0,0,16,17,16,15,15,15,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1614,0,435216,385325,0,0,London Road, ,S2 4HJ, ,Community,Archive,0,53,50,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1615,0,432650,389428,0,0,Loxley New Road (duplicate),77547,S6 4NG, ,City wide,Archive,47,44,49,51,48,41,43,44,35,35,44,39,37,36,0,0,0,0,0,0,0,0,,,,,,,,,,,
1616,0,439298,387855,0,0,Main Road (Well Being), ,S9 4QB, ,Community,Archive,0,0,0,0,0,0,0,0,41,36,40,39,39,35,0,0,0,0,0,0,0,0,,,,,,,,,,,
1617,0,442593,388592,0,0,"Main Street, Catcliffe", ,S60 5SR, ,Community,Archive,0,34,31,27,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1618,0,434940,389620,0,0,Main viewpoint, ,S5 8YB, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1619,0,433103,386770,0,0,Manchester Road / Lawson Road, ,S10 5BW, ,Community,Archive,0,0,0,0,0,0,0,0,0,44,51,47,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1620,0,432069,387076,0,0,Manchester Road / Sandygate Road, ,S10 5NG, ,LTP funded,Archive,0,29,29,31,27,27,27,23,27,26,27,27,26,23,0,0,0,0,0,0,0,0,,,,,,,,,,,
1621,0,438095,384965,0,0,Manor Shops, ,S12 2SS, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,36,35,31,32,0,0,0,0,0,0,0,0,,,,,,,,,,,
1622,0,438109,384849,0,0,Manor Top Medical Centre, ,S12 2SS, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,32,29,27,26,0,0,0,0,0,0,0,0,,,,,,,,,,,
1623,0,442627,384991,0,0,Millenium Garden, ,S13 7RH, ,Community,Archive,0,0,0,0,0,0,24,25,22,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1624,0,442292,383890,0,0,Mosborough Parkway (outbound), ,S13 7BR, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1625,0,440654,385561,0,0,Mosborough Parkway (Ravenscroft Avenue), ,S13 8QD, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1626,0,442550,383448,0,0,Moss Grove, ,S12 4BT, ,Community,Archive,0,0,0,0,0,0,0,0,0,26,27,28,26,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1627,0,442554,383390,0,0,Moss Way / Birley Spa Lane, ,S12 4BT, ,Community,Archive,0,0,0,0,0,0,0,0,0,32,36,36,41,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1628,0,442477,383103,0,0,Moss Way / Donetsk Way, ,S20 7XX, ,Community,Archive,0,0,0,0,0,0,0,0,0,46,47,46,48,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1629,0,435735,385133,0,0,Myrtle Road, ,S2 3HH, ,Community,Archive,0,24,20,22,26,21,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1630,0,434213,388870,0,0,Neepsend Lane, ,S6 2FJ, ,Funded scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,0,38,36,0,0,0,0,0,0,0,0,,,,,,,,,,,
1631,0,433568,386742,0,0,Newbould Lane / Glossop Road, ,S10 2PY, ,Community,Archive,0,0,0,0,0,0,0,0,0,37,40,36,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1632,0,433498,386792,0,0,Newbould Lane / Watson Road, ,S10 2PL, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1633,0,435276,388099,0,0,"Noosa, Alma Street", ,S3 8SA, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1634,0,440455,386734,0,0,Norfolk Arms, ,S13 9BH, ,Community,Archive,0,33,31,26,32,26,32,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1635,0,433104,386380,0,0,Oakholme Road, ,S10 3DF, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1636,0,433630,389834,0,0,Owlerton Green, ,S6 2GF, ,Funded scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,0,42,41,0,0,0,0,0,0,0,0,,,,,,,,,,,
1637,0,435569,389276,0,0,Pitsmoor Road, ,S3 9BD, ,Better Buses Scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1638,0,435909,386912,0,0,Platform 6A Info stand, ,S2 2TN, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1639,0,435921,386968,0,0,Platform 8 South, ,S2 2TN, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1640,0,438824,386365,0,0,Prince of Wales Road,27822,S2 1FH, ,Community,Archive,0,27,27,23,28,25,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1641,0,441627,389927,0,0,"Pringle Road, Brinsworth", ,S60 5BE, ,Community,Archive,0,32,27,28,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1642,0,429644,386391,0,0,Redmires Road / Crimicar Lane, ,S10 4LD, ,LTP funded,Archive,0,20,20,21,21,19,19,19,19,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1643,0,433471,389757,0,0,Regent Court (Floor 7), ,S6 2BX, ,Community,Archive,0,0,0,0,0,0,20,20,20,19,23,20,18,20,0,0,0,0,0,0,0,0,,,,,,,,,,,
1644,0,433569,389765,0,0,Regent Court Driveway, ,S6 2BS, ,Community,Archive,0,0,0,0,0,0,22,24,25,24,26,24,23,22,0,0,0,0,0,0,0,0,,,,,,,,,,,
1645,0,441812,386468,0,0,Rosy's / Anglers Rest, ,S13 9LJ, ,Community,Archive,0,29,28,23,30,25,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1646,0,434039,386934,0,0,Ruth Square, ,S10 2FY, ,Community,Archive,0,0,21,21,24,20,27,24,20,20,21,20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1647,0,435294,389019,0,0,Rutland Road, ,S3 9PP, ,Community,Archive,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1648,0,435494,389209,0,0,Rutland Road, ,S3 9PR, ,Better Buses Scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1649,0,442620,384995,0,0,Science Garden, ,S13 7RH, ,Community,Archive,0,0,0,0,0,0,21,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1650,0,434919,387768,0,0,Scotland Street, ,S3 7DB, ,City wide,Archive,32,28,31,32,30,23,27,26,26,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1651,0,436136,389595,0,0,Scott Road, ,S4 7BG, ,Community,Archive,0,29,28,28,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1652,0,435872,389627,0,0,Scott Road, ,S4 7BB, ,Better Buses Scheme,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1653,0,442216,388398,0,0,Sheffield Lane, ,S60 5TA, ,Community,Archive,0,30,29,26,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1654,0,436353,391845,0,0,Sheffield Lane Top, ,S5 6LH, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,37,37,33,0,0,0,0,0,0,0,0,,,,,,,,,,,
1655,0,437164,387687,0,0,Sheffield Parkway (Tube 2), ,S9 3LS, ,City wide,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1656,0,440111,391199,0,0,Sheffield Road (Back), ,S9 1SX, ,Community,Archive,0,0,0,38,38,35,33,31,33,31,35,33,31,29,0,0,0,0,0,0,0,0,,,,,,,,,,,
1657,0,440213,387006,0,0,Shop Front Parkway R/A, ,S9 4AE, ,Community,Archive,0,43,43,38,44,39,40,41,39,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1658,0,434562,386942,0,0,Springfield School, ,S3 7XD, ,Community,Archive,0,0,22,25,25,24,25,25,22,23,23,23,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1659,0,441279,390219,0,0,St David's Drive, ,S60 5NR, ,Community,Archive,0,0,27,26,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1660,0,435498,386417,0,0,St Mary’s Road, ,S1 4SR, ,City wide,Archive,41,36,40,41,39,29,36,37,31,29,41,41,38,38,0,0,0,0,0,0,0,0,,,,,,,,,,,
1661,0,441045,386206,0,0,St Mary's Church, ,S13 9BZ, ,Community,Archive,0,38,36,32,40,32,32,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1662,0,434184,381067,0,0,St Peter's Church, ,S8 7FN, ,Community,Archive,0,19,18,17,21,18,17,18,17,18,19,18,17,18,0,0,0,0,0,0,0,0,,,,,,,,,,,
1663,0,434996,388196,0,0,"Stew & Oyster, Green Lane", ,S3 8SH, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1664,0,440210,390934,0,0,Tinsley Meadows Primary Academy, ,S9 1SG, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1665,0,434373,387180,0,0,Upper Hanover Street / Hounsfield Road, ,S10 2HW, ,LTP funded,Archive,0,34,34,37,35,33,33,31,33,32,36,34,35,29,0,0,0,0,0,0,0,0,,,,,,,,,,,
1666,0,433308,389319,0,0,Walkley Lane (Newsagent Front), ,S6 2PA, ,Community,Archive,0,0,0,0,0,0,24,24,26,23,26,25,30,40,0,0,0,0,0,0,0,0,,,,,,,,,,,
1667,0,433320,389323,0,0,Walkley Lane (Newsagent Rear), ,S6 2PA, ,Community,Archive,0,0,0,0,0,0,26,31,31,27,31,28,25,25,0,0,0,0,0,0,0,0,,,,,,,,,,,
1668,0,433980,390290,0,0,Wardsend, ,S6 2BL, ,Community,Archive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1669,0,442647,383139,0,0,Waterthorpe Greenway (Home Décor), ,S20 7AB, ,Community,Archive,0,0,0,0,0,0,0,0,0,22,23,26,28,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1670,0,433752,387230,0,0,Western Bank / Northumberland Road,8144,S10 2SJ, ,LTP funded,Archive,0,42,45,46,44,44,42,39,39,41,41,40,42,33,0,0,0,0,0,0,0,0,,,,,,,,,,,
1671,0,434024,387250,0,0,Weston Park (Childrens Hospital),8144,S10 2TN, ,Community,Archive,0,0,0,0,0,0,0,0,0,33,39,37,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1672,0,434125,381302,0,0,Westwick Crescent, ,S8 7DG, ,Community,Archive,0,17,16,18,18,16,14,17,14,14,16,15,14,14,0,0,0,0,0,0,0,0,,,,,,,,,,,
